"","...1","i","df_name","k","df_name_specific","Time","CalendarURL","Location"
"4900",4900,1211,"Carrer d'Erasme de Janer",10,"Carrer d'Erasme de Janer 11","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/11100100011000110","Delante de casa"
"4901",4901,1212,"Plaça de Gabriel Alomar",1,"Plaça de Gabriel Alomar 1","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/13805200001000010","Delante de casa"
"4902",4902,1213,"Plaça de la Reina Maria Cristina",1,"Plaça de la Reina Maria Cristina 1","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/27830200001000010","Delante de casa"
"4903",4903,1214,"Passatge d'Andalusia",1,"Passatge d'Andalusia 1","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70003200001000010","Delante de casa"
"4904",4904,1214,"Passatge d'Andalusia",5,"Passatge d'Andalusia 6","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70003200006000060","Delante de casa"
"4905",4905,1214,"Passatge d'Andalusia",10,"Passatge d'Andalusia 11","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70003200011000110","Delante de casa"
"4906",4906,1215,"Carrer de Sant Mateu",1,"Carrer de Sant Mateu 1 - 3","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/30740000001000030","Delante de casa"
"4907",4907,1215,"Carrer de Sant Mateu",5,"Carrer de Sant Mateu 6","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/30740000006000060","Delante de casa"
"4908",4908,1215,"Carrer de Sant Mateu",10,"Carrer de Sant Mateu 10","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/30740000010000100","Delante de casa"
"4909",4909,1215,"Carrer de Sant Mateu",15,"Carrer de Sant Mateu 14","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/30740000014000140","Delante de casa"
"4910",4910,1215,"Carrer de Sant Mateu",20,"Carrer de Sant Mateu 19","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/30740000019000190","Delante de casa"
"4911",4911,1215,"Carrer de Sant Mateu",25,"Carrer de Sant Mateu 24","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/30740000024000240","Delante de casa"
"4912",4912,1216,"Passatge d'Ureña",1,"Passatge d'Ureña 1","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/34960400001000010","Delante de casa"
"4913",4913,1216,"Passatge d'Ureña",5,"Passatge d'Ureña 2E","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/34960400002E0002E","Delante de casa"
"4914",4914,1216,"Passatge d'Ureña",10,"Passatge d'Ureña 7","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/34960400007000070","Delante de casa"
"4915",4915,1217,"Passatge de Serra i Arola",1,"Passatge de Serra i Arola 1","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/32350900001000010","Delante de casa"
"4916",4916,1217,"Passatge de Serra i Arola",5,"Passatge de Serra i Arola 6","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/32350900006000060","Delante de casa"
"4917",4917,1217,"Passatge de Serra i Arola",10,"Passatge de Serra i Arola 14","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/32350900014000140","Delante de casa"
"4918",4918,1218,"Passatge del Baró de Griñó",1,"Passatge del Baró de Griñó 1","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/03510700001000010","Delante de casa"
"4919",4919,1218,"Passatge del Baró de Griñó",5,"Passatge del Baró de Griñó 5 - 7","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/03510700005000070","Delante de casa"
"4920",4920,1218,"Passatge del Baró de Griñó",10,"Passatge del Baró de Griñó 11","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/03510700011000110","Delante de casa"
"4921",4921,1219,"Carreró de les Carolines",1,"Carreró de les Carolines 1","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/06790800001000010","Delante de casa"
"4922",4922,1219,"Carreró de les Carolines",5,"Carreró de les Carolines 7","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/06790800007000070","Delante de casa"
"4923",4923,1219,"Carreró de les Carolines",10,"Carreró de les Carolines 11","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/06790800011000110","Delante de casa"
"4924",4924,1219,"Carreró de les Carolines",15,"Carreró de les Carolines 20","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/06790800020000200","Delante de casa"
"4925",4925,1220,"Parc de Cervantes",1,"Parc de Cervantes 1","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/16658000001000010","Delante de casa"
"4926",4926,1221,"Carrer de Besiberri",1,"Carrer de Besiberri 1","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70153800001000010","Delante de casa"
"4927",4927,1221,"Carrer de Besiberri",5,"Carrer de Besiberri 5","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70153800005000050","Delante de casa"
"4928",4928,1222,"Passatge d'Utset",1,"Passatge d'Utset 1","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/35010400001000010","Delante de casa"
"4929",4929,1222,"Passatge d'Utset",5,"Passatge d'Utset 5","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/35010400005000050","Delante de casa"
"4930",4930,1222,"Passatge d'Utset",10,"Passatge d'Utset 10","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/35010400010000100","Delante de casa"
"4931",4931,1223,"Plaça de Sant Jordi",1,"Plaça de Sant Jordi 1 - 1X","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/3043000000100001X","Delante de casa"
"4932",4932,1224,"Plaça de la Tolerància",1,"Plaça de la Tolerància 1","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70122100001000010","Delante de casa"
"4933",4933,1225,"Carrer de la Junta de Comerç",1,"Carrer de la Junta de Comerç 1","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/17520800001000010","Delante de casa"
"4934",4934,1225,"Carrer de la Junta de Comerç",5,"Carrer de la Junta de Comerç 5","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/17520800005000050","Delante de casa"
"4935",4935,1225,"Carrer de la Junta de Comerç",10,"Carrer de la Junta de Comerç 10","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/17520800010000100","Delante de casa"
"4936",4936,1225,"Carrer de la Junta de Comerç",15,"Carrer de la Junta de Comerç 15","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/17520800015000150","Delante de casa"
"4937",4937,1225,"Carrer de la Junta de Comerç",20,"Carrer de la Junta de Comerç 20","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/17520800020000200","Delante de casa"
"4938",4938,1225,"Carrer de la Junta de Comerç",25,"Carrer de la Junta de Comerç 25","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/17520800025000250","Delante de casa"
"4939",4939,1226,"Carrer Número 62 Zona Franca",1,"Carrer Número 62 Zona Franca 1",NA,NA,NA
"4940",4940,1226,"Carrer Número 62 Zona Franca",5,"Carrer Número 62 Zona Franca 6",NA,NA,NA
"4941",4941,1226,"Carrer Número 62 Zona Franca",10,"Carrer Número 62 Zona Franca 11 - 13",NA,NA,NA
"4942",4942,1226,"Carrer Número 62 Zona Franca",15,"Carrer Número 62 Zona Franca 20",NA,NA,NA
"4943",4943,1227,"Plaça de Sant Agustí Vell",1,"Plaça de Sant Agustí Vell 1","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29600900001000010","Delante de casa"
"4944",4944,1227,"Plaça de Sant Agustí Vell",5,"Plaça de Sant Agustí Vell 6","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29600900006000060","Delante de casa"
"4945",4945,1227,"Plaça de Sant Agustí Vell",10,"Plaça de Sant Agustí Vell 11 - 12","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29600900011000120","Delante de casa"
"4946",4946,1227,"Plaça de Sant Agustí Vell",15,"Plaça de Sant Agustí Vell 17","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29600900017000170","Delante de casa"
"4947",4947,1228,"Plaça de Can Fabra",1,"Plaça de Can Fabra 1","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70131700001000010","Delante de casa"
"4948",4948,1229,"Carrer del Pou Dolç",1,"Carrer del Pou Dolç 1","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/26450100001000010","Delante de casa"
"4949",4949,1229,"Carrer del Pou Dolç",5,"Carrer del Pou Dolç 5","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/26450100005000050","Delante de casa"
"4950",4950,1230,"Plaça de Montserrat Casals",1,"Plaça de Montserrat Casals 1 - 1X","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/7018060000100001X","Delante de casa"
"4951",4951,1231,"Plaça de l'Orgull",1,"Plaça de l'Orgull 1","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70196000001000010","Delante de casa"
"4952",4952,1232,"Carrer de Provençals",1,"Carrer de Provençals 1","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/26790700001000010","Delante de casa"
"4953",4953,1232,"Carrer de Provençals",5,"Carrer de Provençals 2X","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/26790700002X0002X","Delante de casa"
"4954",4954,1232,"Carrer de Provençals",10,"Carrer de Provençals 4","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/26790700004000040","Delante de casa"
"4955",4955,1232,"Carrer de Provençals",15,"Carrer de Provençals 10","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/26790700010000100","Delante de casa"
"4956",4956,1232,"Carrer de Provençals",20,"Carrer de Provençals 13 - 15","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/26790700013000150","Delante de casa"
"4957",4957,1232,"Carrer de Provençals",25,"Carrer de Provençals 17","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/26790700017000170","Delante de casa"
"4958",4958,1233,"Carrer de Benet Mateu",1,"Carrer de Benet Mateu 23 - 25","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/03890000023000250","Delante de casa"
"4959",4959,1233,"Carrer de Benet Mateu",5,"Carrer de Benet Mateu 28","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/03890000028000280","Delante de casa"
"4960",4960,1233,"Carrer de Benet Mateu",10,"Carrer de Benet Mateu 34 - 36","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/03890000034000360","Delante de casa"
"4961",4961,1233,"Carrer de Benet Mateu",15,"Carrer de Benet Mateu 41","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/03890000041000410","Delante de casa"
"4962",4962,1233,"Carrer de Benet Mateu",20,"Carrer de Benet Mateu 46","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/03890000046000460","Delante de casa"
"4963",4963,1233,"Carrer de Benet Mateu",25,"Carrer de Benet Mateu 55","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/03890000055000550","Delante de casa"
"4964",4964,1234,"Passatge d'Isabel Ribó",1,"Passatge d'Isabel Ribó 1","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/16370800001000010","Delante de casa"
"4965",4965,1234,"Passatge d'Isabel Ribó",5,"Passatge d'Isabel Ribó 5","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/16370800005000050","Delante de casa"
"4966",4966,1235,"Carrer de Cardona",1,"Carrer de Cardona 1","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/06590200001000010","Delante de casa"
"4967",4967,1235,"Carrer de Cardona",5,"Carrer de Cardona 5","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/06590200005000050","Delante de casa"
"4968",4968,1235,"Carrer de Cardona",10,"Carrer de Cardona 9","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/06590200009000090","Delante de casa"
"4969",4969,1236,"Passatge de Manuel Sancho",1,"Passatge de Manuel Sancho 1","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/19360700001000010","Delante de casa"
"4970",4970,1236,"Passatge de Manuel Sancho",5,"Passatge de Manuel Sancho 4","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/19360700004000040","Delante de casa"
"4971",4971,1236,"Passatge de Manuel Sancho",10,"Passatge de Manuel Sancho 8","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/19360700008000080","Delante de casa"
"4972",4972,1237,"Passatge de Planell",1,"Passatge de Planell 1","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/25960300001000010","Delante de casa"
"4973",4973,1237,"Passatge de Planell",5,"Passatge de Planell 5","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/25960300005000050","Delante de casa"
"4974",4974,1237,"Passatge de Planell",10,"Passatge de Planell 10","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/25960300010000100","Delante de casa"
"4975",4975,1237,"Passatge de Planell",15,"Passatge de Planell 15","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/25960300015000150","Delante de casa"
"4976",4976,1237,"Passatge de Planell",20,"Passatge de Planell 20","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/25960300020000200","Delante de casa"
"4977",4977,1237,"Passatge de Planell",25,"Passatge de Planell 26","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/25960300026000260","Delante de casa"
"4978",4978,1238,"Carrer de Santa Clotilde",1,"Carrer de Santa Clotilde 1","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/31380000001000010","Delante de casa"
"4979",4979,1238,"Carrer de Santa Clotilde",5,"Carrer de Santa Clotilde 5","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/31380000005000050","Delante de casa"
"4980",4980,1238,"Carrer de Santa Clotilde",10,"Carrer de Santa Clotilde 10","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/31380000010000100","Delante de casa"
"4981",4981,1239,"Carrer d'Osi",1,"Carrer d'Osi 1","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/23700000001000010","Delante de casa"
"4982",4982,1239,"Carrer d'Osi",5,"Carrer d'Osi 7 - 9","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/23700000007000090","Delante de casa"
"4983",4983,1239,"Carrer d'Osi",10,"Carrer d'Osi 17","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/23700000017000170","Delante de casa"
"4984",4984,1239,"Carrer d'Osi",15,"Carrer d'Osi 23 - 25","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/23700000023000250","Delante de casa"
"4985",4985,1239,"Carrer d'Osi",20,"Carrer d'Osi 32","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/23700000032000320","Delante de casa"
"4986",4986,1239,"Carrer d'Osi",25,"Carrer d'Osi 40 - 42","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/23700000040000420","Delante de casa"
"4987",4987,1240,"Carrer d'Enric Giménez",1,"Carrer d'Enric Giménez 1","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/11020200001000010","Delante de casa"
"4988",4988,1240,"Carrer d'Enric Giménez",5,"Carrer d'Enric Giménez 5","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/11020200005000050","Delante de casa"
"4989",4989,1240,"Carrer d'Enric Giménez",10,"Carrer d'Enric Giménez 9 - 11","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/11020200009000110","Delante de casa"
"4990",4990,1240,"Carrer d'Enric Giménez",15,"Carrer d'Enric Giménez 15","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/11020200015000150","Delante de casa"
"4991",4991,1240,"Carrer d'Enric Giménez",20,"Carrer d'Enric Giménez 18B","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/11020200018B0018B","Delante de casa"
"4992",4992,1240,"Carrer d'Enric Giménez",25,"Carrer d'Enric Giménez 22","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/11020200022000220","Delante de casa"
"4993",4993,1241,"Avinguda de Puig de Jorba",1,"Avinguda de Puig de Jorba 1","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/26990200001000010","Delante de casa"
"4994",4994,1241,"Avinguda de Puig de Jorba",5,"Avinguda de Puig de Jorba 5","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/26990200005000050","Delante de casa"
"4995",4995,1241,"Avinguda de Puig de Jorba",10,"Avinguda de Puig de Jorba 9B","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/26990200009B0009B","Delante de casa"
"4996",4996,1241,"Avinguda de Puig de Jorba",15,"Avinguda de Puig de Jorba 14I","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/26990200014I0014I","Delante de casa"
"4997",4997,1241,"Avinguda de Puig de Jorba",20,"Avinguda de Puig de Jorba 16C","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/26990200016C0016C","Delante de casa"
"4998",4998,1241,"Avinguda de Puig de Jorba",25,"Avinguda de Puig de Jorba 21","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/26990200021000210","Delante de casa"
"4999",4999,1242,"Plaça de l'Assemblea de Catalunya",1,"Plaça de l'Assemblea de Catalunya 1S","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/02705100001S0001S","Delante de casa"
"5000",5000,1243,"Carrer del Llobregós",1,"Carrer del Llobregós 1","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/18570000001000010","Delante de casa"
"5001",5001,1243,"Carrer del Llobregós",5,"Carrer del Llobregós 5","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/18570000005000050","Delante de casa"
"5002",5002,1243,"Carrer del Llobregós",10,"Carrer del Llobregós 15","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/18570000015000150","Delante de casa"
"5003",5003,1243,"Carrer del Llobregós",15,"Carrer del Llobregós 25V","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/18570000025V0025V","Delante de casa"
"5004",5004,1243,"Carrer del Llobregós",20,"Carrer del Llobregós 28","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/18570000028000280","Delante de casa"
"5005",5005,1243,"Carrer del Llobregós",25,"Carrer del Llobregós 31","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/18570000031000310","Delante de casa"
"5006",5006,1244,"Carrer de Vilarós",1,"Carrer de Vilarós 1","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/36280600001000010","Delante de casa"
"5007",5007,1244,"Carrer de Vilarós",5,"Carrer de Vilarós 7 - 11","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/36280600007000110","Delante de casa"
"5008",5008,1244,"Carrer de Vilarós",10,"Carrer de Viladrosa 56 - 58","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/36150800056000580","Delante de casa"
"5009",5009,1244,"Carrer de Vilarós",15,"Carrer de Viladrosa 68","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/36150800068000680","Delante de casa"
"5010",5010,1244,"Carrer de Vilarós",20,"Carrer de Viladrosa 76","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/36150800076000760","Delante de casa"
"5011",5011,1244,"Carrer de Vilarós",25,"Carrer de Viladrosa 85 - 89","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/36150800085000890","Delante de casa"
"5012",5012,1245,"Carrer d'Haití",1,"Carrer d'Haití 1","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/15400400001000010","Delante de casa"
"5013",5013,1246,"Carrer Nou de Santa Eulàlia",1,"Carrer Nou de Santa Eulàlia 1 - 3","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/23130900001000030","Delante de casa"
"5014",5014,1246,"Carrer Nou de Santa Eulàlia",5,"Carrer Nou de Santa Eulàlia 6","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/23130900006000060","Delante de casa"
"5015",5015,1246,"Carrer Nou de Santa Eulàlia",10,"Carrer Nou de Santa Eulàlia 11B","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/23130900011B0011B","Delante de casa"
"5016",5016,1247,"Carrer de Josep Miret",1,"Carrer de Josep Miret 1 - 5","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70002400001000050","Delante de casa"
"5017",5017,1247,"Carrer de Josep Miret",5,"Carrer de Josep Miret 7 - 11","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70002400007000110","Delante de casa"
"5018",5018,1247,"Carrer de Josep Miret",10,"Carrer de Josep Miret 14","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70002400014000140","Delante de casa"
"5019",5019,1247,"Carrer de Josep Miret",15,"Carrer de Josep Miret 19","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70002400019000190","Delante de casa"
"5020",5020,1247,"Carrer de Josep Miret",20,"Carrer de Josep Miret 23","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70002400023000230","Delante de casa"
"5021",5021,1247,"Carrer de Josep Miret",25,"Carrer de Josep Miret 29","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70002400029000290","Delante de casa"
"5022",5022,1248,"Carrer de les Casetes",1,"Carrer de les Casetes 1 - 3","Es necesario solicitar el servicio de recogida de muebles y trastos viejos en el teléfono 010 (gratuito), y sacarlos el lunes de 20.00 a 22.00 horas. El servicio de recogida los pasará a recoger al día siguiente, pero solo retirará aquellos muebles y trastos que se hayan solicitado a través de este servicio.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/07140600001000030","Delante de casa"
"5023",5023,1248,"Carrer de les Casetes",5,"Carrer de les Casetes 5","Es necesario solicitar el servicio de recogida de muebles y trastos viejos en el teléfono 010 (gratuito), y sacarlos el lunes de 20.00 a 22.00 horas. El servicio de recogida los pasará a recoger al día siguiente, pero solo retirará aquellos muebles y trastos que se hayan solicitado a través de este servicio.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/07140600005000050","Delante de casa"
"5024",5024,1248,"Carrer de les Casetes",10,"Carrer de les Casetes 15 - 19","Es necesario solicitar el servicio de recogida de muebles y trastos viejos en el teléfono 010 (gratuito), y sacarlos el lunes de 20.00 a 22.00 horas. El servicio de recogida los pasará a recoger al día siguiente, pero solo retirará aquellos muebles y trastos que se hayan solicitado a través de este servicio.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/07140600015000190","Delante de casa"
"5025",5025,1249,"Carrer de Garriga i Roca",1,"Carrer de Garriga i Roca 1","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/14120600001000010","Delante de casa"
"5026",5026,1249,"Carrer de Garriga i Roca",5,"Carrer de Garriga i Roca 4 - 6","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/14120600004000060","Delante de casa"
"5027",5027,1249,"Carrer de Garriga i Roca",10,"Carrer de Garriga i Roca 9","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/14120600009000090","Delante de casa"
